"legacy_url","legacy_path","legacy_page_kind","target_path","canonical_path","migration_action","decision_class","target_project_id","target_project_ids","verification_status","confidence","human_review_required","reason","notes"
"https://oikaw.com/","/","home","/","/","keep-path","auto-approvable","","","archive-verified-codex-http-301-then-404-human-browser-live","high","false","The existing Astro project listing is the root route.",""
"https://oikaw.com/06-emitter","/06-emitter","project","/06-emitter","/06-emitter","keep-path","auto-approvable","project-06-emitter","project-06-emitter","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/07-luck","/07-luck","project","/07-luck","/07-luck","keep-path","auto-approvable","project-07-luck","project-07-luck","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/08-daydream","/08-daydream","project","/08-daydream","/08-daydream","keep-path","auto-approvable","project-08-daydream","project-08-daydream","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/4s4ki","/4s4ki","project","/4s4ki-chouhametsuteki","/4s4ki-chouhametsuteki","redirect-1to1","auto-approvable","project-4s4ki-chouhametsuteki","project-4s4ki-chouhametsuteki","archive-verified-live-unchecked","high","false","Archived title and facts identify the same work at the preserved later legacy path.",""
"https://oikaw.com/4s4ki-artwork-2020","/4s4ki-artwork-2020","project-group","/4s4ki-artwork-2020","/4s4ki-artwork-2020","compatibility-view-200","auto-approvable","","project-4s4ki-artwork-2020-01; project-4s4ki-artwork-2020-02; project-4s4ki-artwork-2020-03","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-artwork-2021","/4s4ki-artwork-2021","project-group","/4s4ki-artwork-2021","/4s4ki-artwork-2021","compatibility-view-200","auto-approvable","","project-4s4ki-artwork-2021-01; project-4s4ki-artwork-2021-02; project-4s4ki-artwork-2021-03","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-artwork-2022","/4s4ki-artwork-2022","project-group","/4s4ki-artwork-2022","/4s4ki-artwork-2022","compatibility-view-200","auto-approvable","","project-4s4ki-artwork-2022-01; project-4s4ki-artwork-2022-02; project-4s4ki-artwork-2022-03","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-chouhametsuteki","/4s4ki-chouhametsuteki","project","/4s4ki-chouhametsuteki","/4s4ki-chouhametsuteki","keep-path","auto-approvable","project-4s4ki-chouhametsuteki","project-4s4ki-chouhametsuteki","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/4s4ki-h-o-h","/4s4ki-h-o-h","project-group","/4s4ki-h-o-h","/4s4ki-h-o-h","compatibility-view-200","auto-approvable","","project-4s4ki-h-o-h-01; project-4s4ki-h-o-h-02","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-masayoshi-iimori","/4s4ki-masayoshi-iimori","project","/4s4ki-masayoshi-iimori","/4s4ki-masayoshi-iimori","keep-path","auto-approvable","project-4s4ki-artwork-2020-03","project-4s4ki-artwork-2020-03","archive-verified-live-unchecked","high","false","This historical one-work URL is suitable for preservation even though the same work also appears inside a grouped page.",""
"https://oikaw.com/4s4ki-mvs-2020","/4s4ki-mvs-2020","project-group","/4s4ki-mvs-2020","/4s4ki-mvs-2020","compatibility-view-200","auto-approvable","","project-4s4ki-mvs-2020-01; project-4s4ki-mvs-2020-02; project-4s4ki-mvs-2020-03; project-4s4ki-mvs-2020-04","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-mvs-2021-1st","/4s4ki-mvs-2021-1st","project-group","/4s4ki-mvs-2021-1st","/4s4ki-mvs-2021-1st","compatibility-view-200","auto-approvable","","project-4s4ki-mvs-2021-1st-01; project-4s4ki-mvs-2021-1st-02; project-4s4ki-mvs-2021-1st-03; project-4s4ki-mvs-2021-1st-04","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-mvs-2021-2nd","/4s4ki-mvs-2021-2nd","project-group","/4s4ki-mvs-2021-2nd","/4s4ki-mvs-2021-2nd","compatibility-view-200","auto-approvable","","project-4s4ki-mvs-2021-2nd-01; project-4s4ki-mvs-2021-2nd-02; project-4s4ki-mvs-2021-2nd-03; project-4s4ki-mvs-2021-2nd-04","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-mvs-2022-1st","/4s4ki-mvs-2022-1st","project-group","/4s4ki-mvs-2022-1st","/4s4ki-mvs-2022-1st","compatibility-view-200","auto-approvable","","project-4s4ki-mvs-2022-1st-01; project-4s4ki-mvs-2022-1st-02","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-mvs-2022-2nd","/4s4ki-mvs-2022-2nd","project-group","/4s4ki-mvs-2022-2nd","/4s4ki-mvs-2022-2nd","compatibility-view-200","auto-approvable","","project-4s4ki-mvs-2022-2nd-01; project-4s4ki-mvs-2022-2nd-02","archive-verified-codex-http-404-human-browser-live","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-mvs-undeadcyborg","/4s4ki-mvs-undeadcyborg","project-group","/4s4ki-mvs-undeadcyborg","/4s4ki-mvs-undeadcyborg","compatibility-view-200","auto-approvable","","project-4s4ki-mvs-undeadcyborg-01; project-4s4ki-mvs-undeadcyborg-02; project-4s4ki-mvs-undeadcyborg-03; project-4s4ki-mvs-undeadcyborg-04","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/4s4ki-nemnem-remix","/4s4ki-nemnem-remix","project","/4s4ki-nemnem-remix","/4s4ki-nemnem-remix","keep-path","auto-approvable","project-4s4ki-artwork-2020-02","project-4s4ki-artwork-2020-02","archive-verified-live-unchecked","high","false","This historical one-work URL is suitable for preservation even though the same work also appears inside a grouped page.",""
"https://oikaw.com/4s4ki-singles-2021","/4s4ki-singles-2021","project-group","/4s4ki-artwork-2021","/4s4ki-artwork-2021","redirect-alias-meta-refresh","auto-approvable","","project-4s4ki-artwork-2021-01; project-4s4ki-artwork-2021-02; project-4s4ki-artwork-2021-03","archive-verified-live-unchecked","high","false","This path is a complete alias of /4s4ki-artwork-2021 and contains the same three Cover Art Projects; a second indexable compatibility view would be duplicate content.","Confirmed future Astro static behavior: zero-second meta refresh to /4s4ki-artwork-2021, canonical /4s4ki-artwork-2021, and a visible fallback link. No CDN or edge dependency is added. The redirect is documented only and is not implemented here."
"https://oikaw.com/4s4ki-yourdreamland","/4s4ki-yourdreamland","project","/4s4ki-yourdreamland","/4s4ki-yourdreamland","keep-path","auto-approvable","project-4s4ki-artwork-2020-01","project-4s4ki-artwork-2020-01","archive-verified-live-unchecked","high","false","This historical one-work URL is suitable for preservation even though the same work also appears inside a grouped page.",""
"https://oikaw.com/about-1","/about-1","other","/about","/about","redirect-permanent","auto-approvable","","","archive-verified-live-unchecked","high","false","The archived About/Profile page is not a Project. Human Validation confirmed /about as the future Profile/About route.","Confirmed migration target only; the /about route and redirect are not implemented in this documentation task."
"https://oikaw.com/animistic-sculpture","/animistic-sculpture","category-index","/animistic-sculpture","/animistic-sculpture","compatibility-view-200","auto-approvable","","project-as-01; project-as-02; project-as-03; project-as-04; project-as-05; project-06-emitter; project-07-luck; project-08-daydream","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/as-01","/as-01","project","/as-01","/as-01","keep-path","auto-approvable","project-as-01","project-as-01","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/as-02","/as-02","project","/as-02","/as-02","keep-path","auto-approvable","project-as-02","project-as-02","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/as-03","/as-03","project","/as-03","/as-03","keep-path","auto-approvable","project-as-03","project-as-03","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/as-04","/as-04","project","/as-04","/as-04","keep-path","auto-approvable","project-as-04","project-as-04","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/as-05","/as-05","project","/as-05","/as-05","keep-path","auto-approvable","project-as-05","project-as-05","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/asiwc-coco","/asiwc-coco","project","/asiwc-coco","/asiwc-coco","keep-path","auto-approvable","project-asiwc-coco","project-asiwc-coco","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/asiwc-dekill","/asiwc-dekill","project","/asiwc-dekill","/asiwc-dekill","keep-path","auto-approvable","project-asiwc-dekill","project-asiwc-dekill","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/asiwc-maria-gucci","/asiwc-maria-gucci","project","/asiwc-maria-gucci","/asiwc-maria-gucci","keep-path","auto-approvable","project-asiwc-maria-gucci","project-asiwc-maria-gucci","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/beauty-battlers","/beauty-battlers","project","/beauty-battlers","/beauty-battlers","keep-path","auto-approvable","project-beauty-battlers","project-beauty-battlers","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/bycatch","/bycatch","project","/bycatch","/bycatch","keep-path","auto-approvable","project-bycatch","project-bycatch","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/chuuichi-shouben","/chuuichi-shouben","project","/chuuichi-shouben","/chuuichi-shouben","keep-path","auto-approvable","project-chuuichi-shouben","project-chuuichi-shouben","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/chuuichi-theme","/chuuichi-theme","project","/chuuichi-theme","/chuuichi-theme","keep-path","auto-approvable","project-chuuichi-theme","project-chuuichi-theme","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/contact","/contact","contact","/contact","/contact","keep-path","auto-approvable","","","archive-verified-codex-http-404-human-browser-live","high","false","The existing Astro static contact route preserves this path.",""
"https://oikaw.com/dopinglife","/dopinglife","project","/dopinglife","/dopinglife","keep-path","auto-approvable","project-dopinglife","project-dopinglife","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/dotama-honne","/dotama-honne","project","/dotama-honne","/dotama-honne","keep-path","auto-approvable","project-dotama-honne","project-dotama-honne","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/emily-2023","/emily-2023","photography","","","defer","auto-approvable","project-emily-2023","project-emily-2023","archive-verified-live-unchecked","high","false","This legacy URL maps to a confirmed Photography Project that is excluded from the initial release but retained for SEO migration.","Deferral is auto-approvable under the confirmed release scope. target_path remains blank until Photography publishing/route policy exists; this is not a missing Project decision."
"https://oikaw.com/gasface-fxxk-me","/gasface-fxxk-me","project","/gasface-fxxk-me","/gasface-fxxk-me","keep-path","auto-approvable","project-gasface-fxxk-me","project-gasface-fxxk-me","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/gasface-item","/gasface-item","project","/gasface-item","/gasface-item","keep-path","auto-approvable","project-gasface-item","project-gasface-item","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/graphic","/graphic","category-index","/","/","redirect-section-to-works","auto-approvable","","","archive-verified-codex-http-404-human-browser-live","high","false","This legacy category index is not a Project. The confirmed Project-centered IA uses the root WORKS listing and metadata filters rather than preserving Adobe Portfolio category pages.","Confirmed migration destination: root WORKS listing. Future filter UI and URL-state design are separate production responsibilities and are not encoded as this migration target; no redirect is implemented here."
"https://oikaw.com/india-2017-1-2","/india-2017-1-2","photography","","","defer","auto-approvable","project-kerala-to-kathmandu-2017","project-kerala-to-kathmandu-2017","archive-verified-live-unchecked","high","false","This is one of two continuation-gallery URLs that normalize to the single deferred Kerala to Kathmandu 2017 Photography Project.","Deferral is auto-approvable under the confirmed release scope. target_path remains blank until Photography publishing/route policy exists; this is not a missing Project decision."
"https://oikaw.com/india-2017-2-2","/india-2017-2-2","photography","","","defer","auto-approvable","project-kerala-to-kathmandu-2017","project-kerala-to-kathmandu-2017","archive-verified-live-unchecked","high","false","This is one of two continuation-gallery URLs that normalize to the single deferred Kerala to Kathmandu 2017 Photography Project.","Deferral is auto-approvable under the confirmed release scope. target_path remains blank until Photography publishing/route policy exists; this is not a missing Project decision."
"https://oikaw.com/invalid","/invalid","home","/","/","redirect-1to1","auto-approvable","","","archive-verified-live-unchecked","high","false","Archived content matches the legacy home page; the new home route is /.",""
"https://oikaw.com/klooz-seasons","/klooz-seasons","project-group","/klooz-seasons","/klooz-seasons","compatibility-view-200","auto-approvable","","project-klooz-seasons-01; project-klooz-seasons-02; project-klooz-seasons-03","archive-verified-live-unchecked","high","false","This legacy pathname represents a unique historical subset containing multiple independent Projects. Preserve it as an HTTP 200 migration compatibility view instead of redirecting to one child, the homepage, a Collection route, or a computed filter state.","Confirmed implementation contract: reuse the standard WORKS UI / Project Card presentation; link to each Project detail; do not duplicate Project body/media; do not expose this view in normal navigation. The explicit Project ID array is the source of truth and remains separate from future WORKS filter logic. Use self-canonical and include the canonical view in the sitemap; validate path collisions at implementation time."
"https://oikaw.com/lazy","/lazy","project","/lazy","/lazy","keep-path","auto-approvable","project-lazy","project-lazy","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/lex","/lex","project","/tsuru-to-kame","/tsuru-to-kame","redirect-1to1","auto-approvable","project-tsuru-to-kame","project-tsuru-to-kame","archive-verified-live-unchecked","high","false","Archived title and facts identify the same work at the preserved later legacy path.",""
"https://oikaw.com/lex-album","/lex-album","project","/lex-album","/lex-album","keep-path","auto-approvable","project-lex-album","project-lex-album","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/lex-star","/lex-star","project","/lex-star","/lex-star","keep-path","auto-approvable","project-lex-star","project-lex-star","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/maeshima-bloom-swipe","/maeshima-bloom-swipe","project","/maeshima-bloom-swipe","/maeshima-bloom-swipe","keep-path","auto-approvable","project-maeshima-bloom-swipe","project-maeshima-bloom-swipe","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/maeshimasoshi","/maeshimasoshi","project","/maeshimasoshi","/maeshimasoshi","keep-path","auto-approvable","project-maeshimasoshi","project-maeshimasoshi","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/majorminor","/majorminor","project","/majorminor","/majorminor","keep-path","auto-approvable","project-majorminor","project-majorminor","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/mflo-chelmico-runaways","/mflo-chelmico-runaways","project","/mflo-chelmico-runaways","/mflo-chelmico-runaways","keep-path","auto-approvable","project-mflo-chelmico-runaways","project-mflo-chelmico-runaways","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/mojimo-game","/mojimo-game","project","/mojimo-game","/mojimo-game","keep-path","auto-approvable","project-mojimo-game","project-mojimo-game","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/monster-rion-message","/monster-rion-message","project","/monster-rion-message","/monster-rion-message","keep-path","auto-approvable","project-monster-rion-message","project-monster-rion-message","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/monster-rion-secret","/monster-rion-secret","project","/monster-rion-secret","/monster-rion-secret","keep-path","auto-approvable","project-monster-rion-secret","project-monster-rion-secret","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
"https://oikaw.com/monster-riot","/monster-riot","project","/monster-riot","/monster-riot","keep-path","auto-approvable","project-monster-riot","project-monster-riot","archive-verified-live-unchecked","high","false","A one-work legacy page can retain its root path under the existing [id] Astro route.",""
